analysis_id,key_json,key_sha256,seed_uint64,model,oracle,reasoning_regime,execution_policy,replicate,population,action_space,budget,information_condition,lhs,rhs,N,estimate,ci_low,ci_high,n_lt_zero,n_eq_zero,n_gt_zero,raw_p,bootstrap_draw_sha256,holm_family_id,statistical_path,holm_p,reject_05
SUPPLEMENTAL_HISTORICAL_ROW,"{""action_space"":""CANDIDATE9"",""analysis_id"":""SUPPLEMENTAL_HISTORICAL_ROW"",""budget"":""B1"",""execution_policy"":""REPAIRED"",""information_condition"":""IC-b"",""lhs"":""C6-E"",""model"":""GPT"",""oracle"":""beta"",""population"":""ITT"",""reasoning_regime"":""BASELINE"",""replicate"":""RUN1"",""rhs"":""C4R""}",c829ac5d745ec15c0f9b338e5e1ad47100a85b87f1f63494c9714dc1e9504270,14423248799015027036,GPT,BETA,BASELINE,REPAIRED,1,ITT,CANDIDATE9,B1,IC-b,C6-E,C4R,575,0.022674531179644,0.0042509700924505,0.042404483039037,78,0,9922,0.0157984201579842,d4e2d33779b4f50ba9d868bb8c965a8fba0a1c8efc630064a6b111d1520bccaf,REPAIRED_SUPPLEMENTAL,V13_SUPPLEMENTAL_SHA256_STREAM,1.0,False
SUPPLEMENTAL_HISTORICAL_ROW,"{""action_space"":""CANDIDATE9"",""analysis_id"":""SUPPLEMENTAL_HISTORICAL_ROW"",""budget"":""B1"",""execution_policy"":""REPAIRED"",""information_condition"":""IC-b"",""lhs"":""C6-E"",""model"":""GPT"",""oracle"":""gamma"",""population"":""ITT"",""reasoning_regime"":""BASELINE"",""replicate"":""RUN1"",""rhs"":""C4R""}",4b4b967cd40408114f6b4a691dde2f89fe062f47ade7d0b512650160d8fc7ba8,5425595638975039505,GPT,GAMMA,BASELINE,REPAIRED,1,ITT,CANDIDATE9,B1,IC-b,C6-E,C4R,575,0.0261748705221125,0.0001702578933036,0.0531522715119128,243,0,9757,0.0487951204879512,35582875fe870b95375c97fa13ce5fbb67fcb4ab93b6198725844b73acd21e84,REPAIRED_SUPPLEMENTAL,V13_SUPPLEMENTAL_SHA256_STREAM,1.0,False
SUPPLEMENTAL_HISTORICAL_ROW,"{""action_space"":""FREE8"",""analysis_id"":""SUPPLEMENTAL_HISTORICAL_ROW"",""budget"":""B1"",""execution_policy"":""REPAIRED"",""information_condition"":""IC-b"",""lhs"":""C4R"",""model"":""GEMINI"",""oracle"":""alpha"",""population"":""ITT"",""reasoning_regime"":""BASELINE"",""replicate"":""RUN1"",""rhs"":""C4""}",38dc47137266652b663391c60cdbfae7c9af2968562c6f658ccb79062cf6100f,4097227909849572651,GEMINI,ALPHA,BASELINE,REPAIRED,1,ITT,FREE8,B1,IC-b,C4R,C4,575,-0.0108917251044902,-0.036122078955836,0.0143469558995201,8056,0,1944,0.388961103889611,0597057edb83f284c0ad4e075600ea894c8519483e2e719aa92370eeea061a31,REPAIRED_SUPPLEMENTAL,V13_SUPPLEMENTAL_SHA256_STREAM,1.0,False
SUPPLEMENTAL_HISTORICAL_ROW,"{""action_space"":""FREE8"",""analysis_id"":""SUPPLEMENTAL_HISTORICAL_ROW"",""budget"":""B1"",""execution_policy"":""REPAIRED"",""information_condition"":""IC-b"",""lhs"":""C4R"",""model"":""GEMINI"",""oracle"":""beta"",""population"":""ITT"",""reasoning_regime"":""BASELINE"",""replicate"":""RUN1"",""rhs"":""C4""}",c361e51ecb128e5984f8108a3b200ed54945673c3dad57200591a33a78a12d2b,14078785830555651673,GEMINI,BETA,BASELINE,REPAIRED,1,ITT,FREE8,B1,IC-b,C4R,C4,575,-0.0002686895483569,-0.003512294698698,0.0028319470904507,5660,0,4340,0.8681131886811319,f17d12e1abc44529cceeffb90708dc5d084a92a9b51af2ffd30e91bb29d0b3e4,REPAIRED_SUPPLEMENTAL,V13_SUPPLEMENTAL_SHA256_STREAM,1.0,False
SUPPLEMENTAL_HISTORICAL_ROW,"{""action_space"":""FREE8"",""analysis_id"":""SUPPLEMENTAL_HISTORICAL_ROW"",""budget"":""B1"",""execution_policy"":""REPAIRED"",""information_condition"":""IC-b"",""lhs"":""C4R"",""model"":""GEMINI"",""oracle"":""gamma"",""population"":""ITT"",""reasoning_regime"":""BASELINE"",""replicate"":""RUN1"",""rhs"":""C4""}",306fb5b8b6acbe12a78bc16b4b4a8c22f6ebae08eeab83825f42149dc2218d6a,3490208041178807826,GEMINI,GAMMA,BASELINE,REPAIRED,1,ITT,FREE8,B1,IC-b,C4R,C4,575,-0.0033149860324224,-0.0201663875732404,0.0118751881838318,6443,0,3557,0.7115288471152885,48d105a2636183fc52db3f3b0244bade56610dfbb65aa70379c005f921a033ae,REPAIRED_SUPPLEMENTAL,V13_SUPPLEMENTAL_SHA256_STREAM,1.0,False
SUPPLEMENTAL_HISTORICAL_ROW,"{""action_space"":""FREE8"",""analysis_id"":""SUPPLEMENTAL_HISTORICAL_ROW"",""budget"":""B1"",""execution_policy"":""REPAIRED"",""information_condition"":""IC-b"",""lhs"":""C5"",""model"":""GEMINI"",""oracle"":""alpha"",""population"":""ITT"",""reasoning_regime"":""BASELINE"",""replicate"":""RUN1"",""rhs"":""C4""}",0be655ab230f4c935bd060b50ab486fbf8c124c26cd7c8c0770ac82786694c2b,857466972576631955,GEMINI,ALPHA,BASELINE,REPAIRED,1,ITT,FREE8,B1,IC-b,C5,C4,575,0.0601628854555431,0.0004545799604487,0.1228410924868961,240,0,9760,0.0481951804819518,1cf1e964ad0d4f20168ca4483856d67c5449be4cfa29c66ec50fc7f0f9560169,REPAIRED_SUPPLEMENTAL,V13_SUPPLEMENTAL_SHA256_STREAM,1.0,False
SUPPLEMENTAL_HISTORICAL_ROW,"{""action_space"":""FREE8"",""analysis_id"":""SUPPLEMENTAL_HISTORICAL_ROW"",""budget"":""B1"",""execution_policy"":""REPAIRED"",""information_condition"":""IC-b"",""lhs"":""C5"",""model"":""GEMINI"",""oracle"":""beta"",""population"":""ITT"",""reasoning_regime"":""BASELINE"",""replicate"":""RUN1"",""rhs"":""C4""}",1a4321d4a1487b106f405b3553354206669c91a318e00c29bcf60697bb89a6f7,1892393465548405520,GEMINI,BETA,BASELINE,REPAIRED,1,ITT,FREE8,B1,IC-b,C5,C4,575,0.0199912426519741,0.0085092932254172,0.0341613318256339,1,0,9999,0.0003999600039996,1dccde761484852dc264dde50a45d723688bb81d52e8a4de31bdb74f40739a55,REPAIRED_SUPPLEMENTAL,V13_SUPPLEMENTAL_SHA256_STREAM,0.0407959204079592,True
SUPPLEMENTAL_HISTORICAL_ROW,"{""action_space"":""FREE8"",""analysis_id"":""SUPPLEMENTAL_HISTORICAL_ROW"",""budget"":""B1"",""execution_policy"":""REPAIRED"",""information_condition"":""IC-b"",""lhs"":""C5"",""model"":""GEMINI"",""oracle"":""gamma"",""population"":""ITT"",""reasoning_regime"":""BASELINE"",""replicate"":""RUN1"",""rhs"":""C4""}",82f4beffcc04883f3e544c8c2627f757c7fd1b3d798fce7a9ee874e0fae13f63,9436377125096818751,GEMINI,GAMMA,BASELINE,REPAIRED,1,ITT,FREE8,B1,IC-b,C5,C4,575,0.0395903764843701,0.0097628670916618,0.0719104926630181,56,0,9944,0.0113988601139886,2328a124fdeeb10367d13ffdde04926c519d0f61781979549f3735737c180e34,REPAIRED_SUPPLEMENTAL,V13_SUPPLEMENTAL_SHA256_STREAM,0.9575042495750424,False
SUPPLEMENTAL_HISTORICAL_ROW,"{""action_space"":""FREE8"",""analysis_id"":""SUPPLEMENTAL_HISTORICAL_ROW"",""budget"":""B1"",""execution_policy"":""REPAIRED"",""information_condition"":""IC-b"",""lhs"":""C6-E"",""model"":""GEMINI"",""oracle"":""alpha"",""population"":""ITT"",""reasoning_regime"":""BASELINE"",""replicate"":""RUN1"",""rhs"":""C4R""}",18c128268f27b62eeb1adcef1aef24dc1e62c11360ec09d7ec124aff008ed19c,1783751073491039790,GEMINI,ALPHA,BASELINE,REPAIRED,1,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0585127442314314,0.0090451726368531,0.1106604336319099,90,0,9910,0.0181981801819818,083e8b65383a49754b14d8515d5b620fcecadf0245b0b7e2eb60a67d14781eb9,REPAIRED_SUPPLEMENTAL,V13_SUPPLEMENTAL_SHA256_STREAM,1.0,False
SUPPLEMENTAL_HISTORICAL_ROW,"{""action_space"":""FREE8"",""analysis_id"":""SUPPLEMENTAL_HISTORICAL_ROW"",""budget"":""B1"",""execution_policy"":""REPAIRED"",""information_condition"":""IC-b"",""lhs"":""C6-E"",""model"":""GEMINI"",""oracle"":""beta"",""population"":""ITT"",""reasoning_regime"":""BASELINE"",""replicate"":""RUN1"",""rhs"":""C4R""}",fae816f5b9f2c27ac7ac64ef7f805d7ffb2c64800f947d877addfa7512654dcc,18079725948721349242,GEMINI,BETA,BASELINE,REPAIRED,1,ITT,FREE8,B1,IC-b,C6-E,C4R,575,0.0252508700846904,0.0104936377968136,0.0443290173555797,0,0,10000,0.0001999800019998,f97c3fbb1da14fdcb1dc156c91107e551a4329e151b6d693ff857c359535f231,REPAIRED_SUPPLEMENTAL,V13_SUPPLEMENTAL_SHA256_STREAM,0.023997600239976002,True
